24567183 1 -16 156 -1224 8654 -58412 | 40319 362815 3626194 39832598 476575930 6161495382
12768543 1 -16 155 -1197 8241 -54140 | 40319 362815 3626195 39832692 476581167 6161723147
16745238 1 -16 155 -1197 8241 -54181 | 40319 362815 3626195 39832692 476581167 6161723188
12785463 1 -16 156 -1228 8821 -62916 | 40319 362815 3626194 39832602 476576339 6161520335
13567824 1 -16 156 -1228 8821 -62631 | 40319 362815 3626194 39832602 476576339 6161520050
12846573 1 -16 156 -1225 8690 -59410 | 40319 362815 3626194 39832599 476576038 6161502464
23157846 1 -16 156 -1225 8690 -59388 | 40319 362815 3626194 39832599 476576038 6161502442
12854673 1 -16 156 -1222 8562 -56232 | 40319 362815 3626194 39832596 476575734 6161484414
14386752 1 -16 156 -1222 8562 -56433 | 40319 362815 3626194 39832596 476575734 6161484615
12865473 1 -16 156 -1219 8384 -50710 | 40319 362815 3626194 39832593 476575480 6161472470
18654732 1 -16 156 -1219 8384 -50851 | 40319 362815 3626194 39832593 476575480 6161472611
13258674 1 -16 156 -1232 8958 -65476 | 40319 362815 3626194 39832606 476576778 6161548414
13426857 1 -16 156 -1232 8958 -65597 | 40319 362815 3626194 39832606 476576778 6161548535
13427586 1 -16 156 -1232 8958 -65599 | 40319 362815 3626194 39832606 476576778 6161548537
13276845 1 -16 155 -1193 8069 -49790 | 40319 362815 3626195 39832688 476580763 6161699193
17658432 1 -16 155 -1193 8069 -49813 | 40319 362815 3626195 39832688 476580763 6161699216
13426758 1 -16 156 -1232 8921 -63684 | 40319 362815 3626194 39832606 476576815 6161552875
13427568 1 -16 156 -1232 8921 -63684 | 40319 362815 3626194 39832606 476576815 6161552875
13426785 1 -16 155 -1196 8254 -56225 | 40319 362815 3626195 39832691 476581010 6161710867
13428567 1 -16 155 -1196 8254 -56221 | 40319 362815 3626195 39832691 476581010 6161710863
32417865 1 -16 155 -1196 8254 -55831 | 40319 362815 3626195 39832691 476581010 6161710473
13426875 1 -16 156 -1232 8977 -66654 | 40319 362815 3626194 39832606 476576759 6161546381
13428576 1 -16 156 -1232 8977 -66650 | 40319 362815 3626194 39832606 476576759 6161546377
13427685 1 -16 156 -1232 8990 -67342 | 40319 362815 3626194 39832606 476576746 6161544872
13428657 1 -16 156 -1232 8990 -67340 | 40319 362815 3626194 39832606 476576746 6161544870
