rank,pattern,contains_12,avoids_12
18909,47258361,2446820,476554780
18910,47258613,2446296,476555304
18911,47258631,2445838,476555762
18912,47261358,2445847,476555753
18913,47261385,2446804,476554796
18914,47261538,2440808,476560792
18915,47261583,2445943,476555657
18916,47261835,2447002,476554598
18917,47261853,2446669,476554931
18918,47263158,2446125,476555475
18919,47263185,2446576,476555024
18920,47263518,2444711,476556889
18921,47263581,2444723,476556877
18922,47263815,2447182,476554418
18923,47263851,2446547,476555053
18924,47265138,2440900,476560700
18925,47265183,2442085,476559515
18926,47265318,2436170,476565430
18927,47265381,2436548,476565052
18928,47265813,2441145,476560455
18929,47265831,2440793,476560807
18930,47268135,2446394,476555206
18931,47268153,2446451,476555149
18932,47268315,2446986,476554614
18933,47268351,2446248,476555352
18934,47268513,2446089,476555511
18935,47268531,2444897,476556703
18936,47281356,2441367,476560233
18937,47281365,2441400,476560200
18938,47281536,2446257,476555343
18939,47281563,2442006,476559594
18940,47281635,2446390,476555210
18941,47281653,2441532,476560068
18942,47283156,2441560,476560040
18943,47283165,2441571,476560029
18944,47283516,2446579,476555021
18945,47283561,2440884,476560716
18946,47283615,2446753,476554847
18947,47283651,2441320,476560280
18948,47285136,2447349,476554251
18949,47285163,2447356,476554244
18950,47285316,2447155,476554445
18951,47285361,2446270,476555330
18952,47285613,2441748,476559852
18953,47285631,2441003,476560597
18954,47286135,2446606,476554994
18955,47286153,2446290,476555310
18956,47286315,2446986,476554614
18957,47286351,2446003,476555597
18958,47286513,2441773,476559827
18959,47286531,2440794,476560806
18960,47312568,2431929,476569671
18961,47312586,2436371,476565229
18962,47312658,2431900,476569700
18963,47312685,2436442,476565158
18964,47312856,2432032,476569568
18965,47312865,2432017,476569583
18966,47315268,2445450,476556150
18967,47315286,2445910,476555690
18968,47315628,2442401,476559199
18969,47315682,2442220,476559380
18970,47315826,2447834,476553766
18971,47315862,2446642,476554958
18972,47316258,2445766,476555834
18973,47316285,2446678,476554922
18974,47316528,2441887,476559713
18975,47316582,2441999,476559601
18976,47316825,2447436,476554164
18977,47316852,2446626,476554974
18978,47318256,2441840,476559760
18979,47318265,2441829,476559771
18980,47318526,2447436,476554164
18981,47318562,2442253,476559347
18982,47318625,2446946,476554654
18983,47318652,2442225,476559375
18984,47321568,2431211,476570389
18985,47321586,2435739,476565861
18986,47321658,2431072,476570528
18987,47321685,2436254,476565346
18988,47321856,2431866,476569734
18989,47321865,2431742,476569858
18990,47325168,2441068,476560532
18991,47325186,2441599,476560001
18992,47325618,2436917,476564683
18993,47325681,2436633,476564967
18994,47325816,2442480,476559120
18995,47325861,2441186,476560414
18996,47326158,2441055,476560545
18997,47326185,2442545,476559055
18998,47326518,2436256,476565344
18999,47326581,2435944,476565656
19000,47326815,2442577,476559023
19001,47326851,2441678,476559922
19002,47328156,2437388,476564212
19003,47328165,2437254,476564346
19004,47328516,2442628,476558972
19005,47328561,2437326,476564274
19006,47328615,2442225,476559375
19007,47328651,2437108,476564492
19008,47351268,2440270,476561330
19009,47351286,2440405,476561195
19010,47351628,2445241,476556359
19011,47351682,2445970,476555630
19012,47351826,2446364,476555236
19013,47351862,2446349,476555251
19014,47352168,2440062,476561538
19015,47352186,2440097,476561503
19016,47352618,2444423,476557177
19017,47352681,2444437,476557163
19018,47352816,2444948,476556652
19019,47352861,2444866,476556734
19020,47356128,2434555,476567045
19021,47356182,2439815,476561785
19022,47356218,2434546,476567054
19023,47356281,2439260,476562340
19024,47356812,2434610,476566990
19025,47356821,2434610,476566990
19026,47358126,2441654,476559946
19027,47358162,2446296,476555304
19028,47358216,2441659,476559941
19029,47358261,2445838,476555762
19030,47358612,2438995,476562605
19031,47358621,2438995,476562605
19032,47361258,2440852,476560748
19033,47361285,2441681,476559919
19034,47361528,2444849,476556751
19035,47361582,2446094,476555506
19036,47361825,2446560,476555040
19037,47361852,2447144,476554456
19038,47362158,2440841,476560759
19039,47362185,2441562,476560038
19040,47362518,2439622,476561978
19041,47362581,2440020,476561580
19042,47362815,2446143,476555457
19043,47362851,2445953,476555647
19044,47365128,2430961,476570639
19045,47365182,2435845,476565755
19046,47365218,2430941,476570659
19047,47365281,2435621,476565979
19048,47365812,2430336,476571264
19049,47365821,2430336,476571264
19050,47368125,2441036,476560564
19051,47368152,2445932,476555668
19052,47368215,2441262,476560338
19053,47368251,2445344,476556256
19054,47368512,2439408,476562192
19055,47368521,2439408,476562192
19056,47381256,2437110,476564490
19057,47381265,2437110,476564490
19058,47381526,2447006,476554594
19059,47381562,2442539,476559061
19060,47381625,2446901,476554699
19061,47381652,2442492,476559108
19062,47382156,2436905,476564695
19063,47382165,2436881,476564719
19064,47382516,2446185,476555415
19065,47382561,2441585,476560015
19066,47382615,2445931,476555669
19067,47382651,2441275,476560325
19068,47385126,2442167,476559433
19069,47385162,2446475,476555125
19070,47385216,2442146,476559454
19071,47385261,2446140,476555460
19072,47385612,2435330,476566270
19073,47385621,2435330,476566270
19074,47386125,2441333,476560267
19075,47386152,2445941,476555659
19076,47386215,2441548,476560052
19077,47386251,2445358,476556242
19078,47386512,2435617,476565983
19079,47386521,2435617,476565983
19080,47512368,2435211,476566389
19081,47512386,2435442,476566158
19082,47512638,2441659,476559941
19083,47512683,2441847,476559753
19084,47512836,2441799,476559801
19085,47512863,2441799,476559801
19086,47513268,2436315,476565285
19087,47513286,2436346,476565254
19088,47513628,2446087,476555513
19089,47513682,2446567,476555033
19090,47513826,2446206,476555394
19091,47513862,2446614,476554986
19092,47516238,2439877,476561723
19093,47516283,2445534,476556066
19094,47516328,2440965,476560635
19095,47516382,2446167,476555433
19096,47516823,2441065,476560535
19097,47516832,2441117,476560483
19098,47518236,2441462,476560138
19099,47518263,2446394,476555206
19100,47518326,2441948,476559652
19101,47518362,2446986,476554614
19102,47518623,2441036,476560564
19103,47518632,2441262,476560338
19104,47521368,2436315,476565285
19105,47521386,2436355,476565245
19106,47521638,2441390,476560210
19107,47521683,2441810,476559790
19108,47521836,2441911,476559689
19109,47521863,2441479,476560121
19110,47523168,2435496,476566104
19111,47523186,2435513,476566087
19112,47523618,2440621,476560979
19113,47523681,2440625,476560975
19114,47523816,2441060,476560540
19115,47523861,2440889,476560711
19116,47526138,2444874,476556726
19117,47526183,2446177,476555423
19118,47526318,2443714,476557886
19119,47526381,2444521,476557079
19120,47526813,2445750,476555850
19121,47526831,2445666,476555934
19122,47528136,2446206,476555394
19123,47528163,2446451,476555149
19124,47528316,2446067,476555533
19125,47528361,2446248,476555352
19126,47528613,2445932,476555668
19127,47528631,2445344,476556256
19128,47531268,2435519,476566081
19129,47531286,2435524,476566076
19130,47531628,2445262,476556338
19131,47531682,2445787,476555813
19132,47531826,2445413,476556187
19133,47531862,2445763,476555837
19134,47532168,2434772,476566828
19135,47532186,2434781,476566819
19136,47532618,2440234,476561366
19137,47532681,2440238,476561362
19138,47532816,2440324,476561276
19139,47532861,2440284,476561316
19140,47536128,2438960,476562640
19141,47536182,2444126,476557474
19142,47536218,2438937,476562663
19143,47536281,2443643,476557957
19144,47536812,2438925,476562675
19145,47536821,2438925,476562675
19146,47538126,2441068,476560532
19147,47538162,2446089,476555511
19148,47538216,2441032,476560568
19149,47538261,2444897,476556703
19150,47538612,2439408,476562192
19151,47538621,2439408,476562192
19152,47561238,2425280,476576320
19153,47561283,2431296,476570304
19154,47561328,2426143,476575457
19155,47561382,2435602,476565998
19156,47561823,2431100,476570500
19157,47561832,2431294,476570306
19158,47562138,2426143,476575457
19159,47562183,2431317,476570283
19160,47562318,2425273,476576327
19161,47562381,2430382,476571218
19162,47562813,2435578,476566022
19163,47562831,2435370,476566230
19164,47563128,2425297,476576303
19165,47563182,2434756,476566844
19166,47563218,2425250,476576350
19167,47563281,2430368,476571232
19168,47563812,2430334,476571266
19169,47563821,2430334,476571266
19170,47568123,2424726,476576874
19171,47568132,2424929,476576671
19172,47568213,2424929,476576671
19173,47568231,2424725,476576875
19174,47568312,2424726,476576874
19175,47568321,2424726,476576874
19176,47581236,2435400,476566200
19177,47581263,2441048,476560552
19178,47581326,2435995,476565605
19179,47581362,2445353,476556247
19180,47581623,2440171,476561429
19181,47581632,2440410,476561190
19182,47582136,2435983,476565617
19183,47582163,2441052,476560548
19184,47582316,2435791,476565809
19185,47582361,2440451,476561149
19186,47582613,2444399,476557201
19187,47582631,2444110,476557490
19188,47583126,2435799,476565801
19189,47583162,2445131,476556469
19190,47583216,2435723,476565877
19191,47583261,2440754,476560846
19192,47583612,2439077,476562523
19193,47583621,2439077,476562523
19194,47586123,2424605,476576995
19195,47586132,2425084,476576516
19196,47586213,2425084,476576516
19197,47586231,2424601,476576999
19198,47586312,2424605,476576995
19199,47586321,2424605,476576995
19200,47612358,2430591,476571009
19201,47612385,2432156,476569444
19202,47612538,2436596,476565004
19203,47612583,2437812,476563788
19204,47612835,2437078,476564522
19205,47612853,2437451,476564149
19206,47613258,2431928,476569672
19207,47613285,2432468,476569132
19208,47613528,2440965,476560635
19209,47613582,2442163,476559437
19210,47613825,2441948,476559652
19211,47613852,2442646,476558954
19212,47615238,2436240,476565360
19213,47615283,2441476,476560124
19214,47615328,2436085,476565515
19215,47615382,2441666,476559934
19216,47615823,2436878,476564722
19217,47615832,2436882,476564718
19218,47618235,2436090,476565510
19219,47618253,2441103,476560497
19220,47618325,2436803,476564797
19221,47618352,2441487,476560113
19222,47618523,2437070,476564530
19223,47618532,2437063,476564537
19224,47621358,2431913,476569687
19225,47621385,2432473,476569127
19226,47621538,2436578,476565022
19227,47621583,2437846,476563754
19228,47621835,2437123,476564477
19229,47621853,2437431,476564169
19230,47623158,2432202,476569398
19231,47623185,2432312,476569288
19232,47623518,2435523,476566077
19233,47623581,2436045,476565555
19234,47623815,2437426,476564174
19235,47623851,2437625,476563975
19236,47625138,2439974,476561626
19237,47625183,2441827,476559773
19238,47625318,2439620,476561980
19239,47625381,2440226,476561374
19240,47625813,2441497,476560103
19241,47625831,2441427,476560173
19242,47628135,2441103,476560497
19243,47628153,2441881,476559719
19244,47628315,2441487,476560113
19245,47628351,2441183,476560417
19246,47628513,2442041,476559559
19247,47628531,2441585,476560015
19248,47631258,2432222,476569378
19249,47631285,2432313,476569287
19250,47631528,2440892,476560708
19251,47631582,2442419,476559181
19252,47631825,2441815,476559785
19253,47631852,2442368,476559232
19254,47632158,2431622,476569978
19255,47632185,2432056,476569544
19256,47632518,2436671,476564929
19257,47632581,2436999,476564601
19258,47632815,2437282,476564318
19259,47632851,2437546,476564054
19260,47635128,2434228,476567372
19261,47635182,2439794,476561806
19262,47635218,2434114,476567486
19263,47635281,2438739,476562861
19264,47635812,2434529,476567071
19265,47635821,2434529,476567071
19266,47638125,2437070,476564530
19267,47638152,2442041,476559559
19268,47638215,2437063,476564537
19269,47638251,2441585,476560015
19270,47638512,2436362,476565238
19271,47638521,2436362,476565238
19272,47651238,2421180,476580420
19273,47651283,2426888,476574712
19274,47651328,2421846,476579754
19275,47651382,2431270,476570330
19276,47651823,2426527,476575073
19277,47651832,2426588,476575012
19278,47652138,2421852,476579748
19279,47652183,2426885,476574715
19280,47652318,2421264,476580336
19281,47652381,2426256,476575344
19282,47652813,2430864,476570736
19283,47652831,2430793,476570807
19284,47653128,2421260,476580340
19285,47653182,2430678,476570922
19286,47653218,2420837,476580763
19287,47653281,2425933,476575667
19288,47653812,2425637,476575963
19289,47653821,2425637,476575963
19290,47658123,2416159,476585441
19291,47658132,2416243,476585357
19292,47658213,2416243,476585357
19293,47658231,2416159,476585441
19294,47658312,2416159,476585441
19295,47658321,2416159,476585441
19296,47681235,2425765,476575835
19297,47681253,2431252,476570348
19298,47681325,2426555,476575045
19299,47681352,2435536,476566064
19300,47681523,2431603,476569997
19301,47681532,2431431,476570169
19302,47682135,2426546,476575054
19303,47682153,2431258,476570342
19304,47682315,2426950,476574650
19305,47682351,2430638,476570962
19306,47682513,2435697,476565903
19307,47682531,2435458,476566142
19308,47683125,2426957,476574643
19309,47683152,2435691,476565909
19310,47683215,2426561,476575039
19311,47683251,2431574,476570026
19312,47683512,2430371,476571229
19313,47683521,2430371,476571229
19314,47685123,2424826,476576774
19315,47685132,2425279,476576321
19316,47685213,2425279,476576321
19317,47685231,2424822,476576778
19318,47685312,2424826,476576774
19319,47685321,2424826,476576774
19320,47812356,2426288,476575312
19321,47812365,2426726,476574874
19322,47812536,2436035,476565565
19323,47812563,2432459,476569141
19324,47812635,2436561,476565039
19325,47812653,2432157,476569443
19326,47813256,2427263,476574337
19327,47813265,2427065,476574535
19328,47813526,2441065,476560535
19329,47813562,2436933,476564667
19330,47813625,2441036,476560564
19331,47813652,2437244,476564356
19332,47815236,2437231,476564369
19333,47815263,2441434,476560166
19334,47815326,2436878,476564722
19335,47815362,2441669,476559931
19336,47815623,2432141,476569459
19337,47815632,2432250,476569350
19338,47816235,2436425,476565175
19339,47816253,2441051,476560549
19340,47816325,2437070,476564530
19341,47816352,2440856,476560744
19342,47816523,2432251,476569349
19343,47816532,2432007,476569593
19344,47821356,2427249,476574351
19345,47821365,2427277,476574323
19346,47821536,2436138,476565462
19347,47821563,2432581,476569019
19348,47821635,2436681,476564919
19349,47821653,2432145,476569455
19350,47823156,2427559,476574041
19351,47823165,2427577,476574023
19352,47823516,2436643,476564957
19353,47823561,2431433,476570167
19354,47823615,2437130,476564470
19355,47823651,2432098,476569502
19356,47825136,2441391,476560209
19357,47825163,2441934,476559666
19358,47825316,2441417,476560183
19359,47825361,2440631,476560969
19360,47825613,2436907,476564693
19361,47825631,2436563,476565037
19362,47826135,2441436,476560164
19363,47826153,2440932,476560668
19364,47826315,2441828,476559772
19365,47826351,2440944,476560656
19366,47826513,2437282,476564318
19367,47826531,2436174,476565426
19368,47831256,2427578,476574022
19369,47831265,2427576,476574024
19370,47831526,2441140,476560460
19371,47831562,2437626,476563974
19372,47831625,2441333,476560267
19373,47831652,2437438,476564162
19374,47832156,2427066,476574534
19375,47832165,2427044,476574556
19376,47832516,2436960,476564640
19377,47832561,2432390,476569210
19378,47832615,2436944,476564656
19379,47832651,2432185,476569415
19380,47835126,2436707,476564893
19381,47835162,2441269,476560331
19382,47835216,2436699,476564901
19383,47835261,2440832,476560768
19384,47835612,2430657,476570943
19385,47835621,2430657,476570943
19386,47836125,2436779,476564821
19387,47836152,2441456,476560144
19388,47836215,2437080,476564520
19389,47836251,2440426,476561174
19390,47836512,2431289,476570311
19391,47836521,2431289,476570311
19392,47851236,2431607,476569993
19393,47851263,2437315,476564285
19394,47851326,2432346,476569254
19395,47851362,2441708,476559892
19396,47851623,2436123,476565477
19397,47851632,2436587,476565013
19398,47852136,2432341,476569259
19399,47852163,2437113,476564487
19400,47852316,2431925,476569675
19401,47852361,2436642,476564958
19402,47852613,2440666,476560934
19403,47852631,2440161,476561439
19404,47853126,2431927,476569673
19405,47853162,2441267,476560333
19406,47853216,2431391,476570209
19407,47853261,2436447,476565153
19408,47853612,2435447,476566153
19409,47853621,2435447,476566153
19410,47856123,2420712,476580888
19411,47856132,2421176,476580424
19412,47856213,2421176,476580424
19413,47856231,2420708,476580892
19414,47856312,2420712,476580888
19415,47856321,2420712,476580888
19416,47861235,2426169,476575431
19417,47861253,2431542,476570058
19418,47861325,2426957,476574643
19419,47861352,2435930,476565670
19420,47861523,2431586,476570014
19421,47861532,2431410,476570190
19422,47862135,2426955,476574645
19423,47862153,2431548,476570052
19424,47862315,2427343,476574257
19425,47862351,2431026,476570574
19426,47862513,2435662,476565938
19427,47862531,2435424,476566176
19428,47863125,2427346,476574254
19429,47863152,2436077,476565523
19430,47863215,2426856,476574744
19431,47863251,2431867,476569733
19432,47863512,2430446,476571154
19433,47863521,2430446,476571154
19434,47865123,2420640,476580960
19435,47865132,2421080,476580520
19436,47865213,2421080,476580520
19437,47865231,2420636,476580964
19438,47865312,2420640,476580960
19439,47865321,2420640,476580960
19440,48123567,2425917,476575683
19441,48123576,2426519,476575081
19442,48123657,2426542,476575058
19443,48123675,2426867,476574733
19444,48123756,2426879,476574721
19445,48123765,2426342,476575258
19446,48125367,2436198,476565402
19447,48125376,2436320,476565280
19448,48125637,2437501,476564099
19449,48125673,2432232,476569368
19450,48125736,2441680,476559920
19451,48125763,2432945,476568655
19452,48126357,2441051,476560549
19453,48126375,2441161,476560439
19454,48126537,2436859,476564741
19455,48126573,2432950,476568650
19456,48126735,2437007,476564593
19457,48126753,2432401,476569199
19458,48127356,2436877,476564723
19459,48127365,2437038,476564562
19460,48127536,2441383,476560217
19461,48127563,2432396,476569204
19462,48127635,2437002,476564598
19463,48127653,2431334,476570266
19464,48132567,2426841,476574759
19465,48132576,2426984,476574616
19466,48132657,2426957,476574643
19467,48132675,2427397,476574203
19468,48132756,2427391,476574209
19469,48132765,2426843,476574757
19470,48135267,2441040,476560560
19471,48135276,2441075,476560525
19472,48135627,2441817,476559783
19473,48135672,2436572,476565028
19474,48135726,2446615,476554985
19475,48135762,2437253,476564347
19476,48136257,2445535,476556065
19477,48136275,2445978,476555622
19478,48136527,2442196,476559404
19479,48136572,2437248,476564352
19480,48136725,2442395,476559205
19481,48136752,2437613,476563987
19482,48137256,2441865,476559735
19483,48137265,2441130,476560470
19484,48137526,2446986,476554614
19485,48137562,2437609,476563991
19486,48137625,2442577,476559023
19487,48137652,2436682,476564918
19488,48152367,2437212,476564388
19489,48152376,2437245,476564355
19490,48152637,2445830,476555770
19491,48152673,2442376,476559224
19492,48152736,2446957,476554643
19493,48152763,2442394,476559206
19494,48153267,2436832,476564768
19495,48153276,2436838,476564762
19496,48153627,2446397,476555203
19497,48153672,2442189,476559411
19498,48153726,2446814,476554786
19499,48153762,2442232,476559368
19500,48156237,2437810,476563790
19501,48156273,2442216,476559384
19502,48156327,2437854,476563746
19503,48156372,2442256,476559344
19504,48156723,2431896,476569704
19505,48156732,2431917,476569683
19506,48157236,2442697,476558903
19507,48157263,2446571,476555029
19508,48157326,2443004,476558596
19509,48157362,2446381,476555219
19510,48157623,2432906,476568694
19511,48157632,2432907,476568693
19512,48162357,2441329,476560271
19513,48162375,2442540,476559060
19514,48162537,2446360,476555240
19515,48162573,2447006,476554594
19516,48162735,2445865,476555735
19517,48162753,2446363,476555237
19518,48163257,2442081,476559519
19519,48163275,2442392,476559208
19520,48163527,2446180,476555420
19521,48163572,2446600,476555000
19522,48163725,2447182,476554418
19523,48163752,2446534,476555066
19524,48165237,2437810,476563790
19525,48165273,2442604,476558996
19526,48165327,2437335,476564265
19527,48165372,2442131,476559469
19528,48165723,2432911,476568689
19529,48165732,2432903,476568697
19530,48167235,2436864,476564736
19531,48167253,2441406,476560194
19532,48167325,2437426,476564174
19533,48167352,2440870,476560730
19534,48167523,2432076,476569524
19535,48167532,2432040,476569560
19536,48172356,2436627,476564973
19537,48172365,2436870,476564730
19538,48172536,2445570,476556030
19539,48172563,2441775,476559825
19540,48172635,2445368,476556232
19541,48172653,2440924,476560676
19542,48173256,2437124,476564476
19543,48173265,2437092,476564508
19544,48173526,2446413,476555187
19545,48173562,2441600,476560000
19546,48173625,2446143,476555457
19547,48173652,2441919,476559681
19548,48175236,2442074,476559526
19549,48175263,2445747,476555853
19550,48175326,2441767,476559833
19551,48175362,2445781,476555819
19552,48175623,2431861,476569739
19553,48175632,2432041,476569559
19554,48176235,2436952,476564648
19555,48176253,2441247,476560353
19556,48176325,2437282,476564318
19557,48176352,2440742,476560858
19558,48176523,2431137,476570463
19559,48176532,2430624,476570976
19560,48213567,2426832,476574768
19561,48213576,2426991,476574609
19562,48213657,2426984,476574616
19563,48213675,2427399,476574201
19564,48213756,2427399,476574201
19565,48213765,2426855,476574745
19566,48215367,2436106,476565494
19567,48215376,2436113,476565487
19568,48215637,2437498,476564102
19569,48215673,2432244,476569356
19570,48215736,2441676,476559924
19571,48215763,2432942,476568658
19572,48216357,2441079,476560521
19573,48216375,2441282,476560318
19574,48216537,2436637,476564963
19575,48216573,2432931,476568669
19576,48216735,2436998,476564602
19577,48216753,2432365,476569235
19578,48217356,2436908,476564692
19579,48217365,2437050,476564550
19580,48217536,2441343,476560257
19581,48217563,2432373,476569227
19582,48217635,2436988,476564612
19583,48217653,2431030,476570570
19584,48231567,2426852,476574748
19585,48231576,2426991,476574609
19586,48231657,2426991,476574609
19587,48231675,2427051,476574549
19588,48231756,2427054,476574546
19589,48231765,2426842,476574758
19590,48235167,2436538,476565062
19591,48235176,2436571,476565029
19592,48235617,2436837,476564763
19593,48235671,2431068,476570532
19594,48235716,2441472,476560128
19595,48235761,2432014,476569586
19596,48236157,2441456,476560144
19597,48236175,2441511,476560089
19598,48236517,2437096,476564504
19599,48236571,2432026,476569574
19600,48236715,2437426,476564174
19601,48236751,2432357,476569243
19602,48237156,2437121,476564479
19603,48237165,2436741,476564859
19604,48237516,2441814,476559786
19605,48237561,2432345,476569255
19606,48237615,2437415,476564185
19607,48237651,2431322,476570278
19608,48251367,2441182,476560418
19609,48251376,2441200,476560400
19610,48251637,2446940,476554660
19611,48251673,2442424,476559176
19612,48251736,2447566,476554034
19613,48251763,2442714,476558886
19614,48253167,2440816,476560784
19615,48253176,2440827,476560773
19616,48253617,2445342,476556258
19617,48253671,2440352,476561248
19618,48253716,2446328,476555272
19619,48253761,2440766,476560834
19620,48256137,2442775,476558825
19621,48256173,2442811,476558789
19622,48256317,2442536,476559064
19623,48256371,2442433,476559167
19624,48256713,2436777,476564823
19625,48256731,2436536,476565064
19626,48257136,2447260,476554340
19627,48257163,2447287,476554313
19628,48257316,2447560,476554040
19629,48257361,2446227,476555373
19630,48257613,2437608,476563992
19631,48257631,2437418,476564182
19632,48261357,2446325,476555275
19633,48261375,2446670,476554930
19634,48261537,2446031,476555569
19635,48261573,2446754,476554846
19636,48261735,2446827,476554773
19637,48261753,2445783,476555817
19638,48263157,2446818,476554782
19639,48263175,2446765,476554835
19640,48263517,2446502,476555098
19641,48263571,2445458,476556142
19642,48263715,2447240,476554360
19643,48263751,2445560,476556040
19644,48265137,2442910,476558690
19645,48265173,2443032,476558568
19646,48265317,2441458,476560142
19647,48265371,2441202,476560398
19648,48265713,2437591,476564009
19649,48265731,2437390,476564210
19650,48267135,2442079,476559521
19651,48267153,2441867,476559733
19652,48267315,2442608,476558992
19653,48267351,2441386,476560214
19654,48267513,2437164,476564436
19655,48267531,2436036,476565564
19656,48271356,2441391,476560209
19657,48271365,2441289,476560311
19658,48271536,2445729,476555871
19659,48271563,2441268,476560332
19660,48271635,2445263,476556337
19661,48271653,2435942,476565658
19662,48273156,2441697,476559903
19663,48273165,2441480,476560120
19664,48273516,2446764,476554836
19665,48273561,2441265,476560335
19666,48273615,2446150,476555450
19667,48273651,2440888,476560712
19668,48275136,2447135,476554465
19669,48275163,2446559,476555041
19670,48275316,2446176,476555424
19671,48275361,2445297,476556303
19672,48275613,2437134,476564466
19673,48275631,2436036,476565564
19674,48276135,2441988,476559612
19675,48276153,2441233,476560367
19676,48276315,2442267,476559333
19677,48276351,2441168,476560432
19678,48276513,2435751,476565849
19679,48276531,2430823,476570777
19680,48312567,2426862,476574738
19681,48312576,2426993,476574607
19682,48312657,2426993,476574607
19683,48312675,2427058,476574542
19684,48312756,2427055,476574545
19685,48312765,2426843,476574757
19686,48315267,2440819,476560781
19687,48315276,2440872,476560728
19688,48315627,2442220,476559380
19689,48315672,2437016,476564584
19690,48315726,2446642,476554958
19691,48315762,2437299,476564301
19692,48316257,2445563,476556037
19693,48316275,2445620,476555980
19694,48316527,2441999,476559601
19695,48316572,2437283,476564317
19696,48316725,2442253,476559347
19697,48316752,2437266,476564334
19698,48317256,2441515,476560085
19699,48317265,2441166,476560434
19700,48317526,2446626,476554974
19701,48317562,2437266,476564334
19702,48317625,2442225,476559375
19703,48317652,2436475,476565125
19704,48321567,2426147,476575453
19705,48321576,2426351,476575249
19706,48321657,2426343,476575257
19707,48321675,2426859,476574741
19708,48321756,2426858,476574742
19709,48321765,2426017,476575583
19710,48325167,2436433,476565167
19711,48325176,2436546,476565054
19712,48325617,2436885,476564715
19713,48325671,2431512,476570088
19714,48325716,2441324,476560276
19715,48325761,2431881,476569719
19716,48326157,2440839,476560761
19717,48326175,2441365,476560235
19718,48326517,2436879,476564721
19719,48326571,2431824,476569776
19720,48326715,2437415,476564185
19721,48326751,2432348,476569252
19722,48327156,2437034,476564566
19723,48327165,2436020,476565580
19724,48327516,2441780,476559820
19725,48327561,2432325,476569275
19726,48327615,2437348,476564252
19727,48327651,2431017,476570583
19728,48351267,2436253,476565347
19729,48351276,2436262,476565338
19730,48351627,2445576,476556024
19731,48351672,2441776,476559824
19732,48351726,2446404,476555196
19733,48351762,2441825,476559775
19734,48352167,2436223,476565377
19735,48352176,2436228,476565372
19736,48352617,2445132,476556468
19737,48352671,2440667,476560933
19738,48352716,2445554,476556046
19739,48352761,2440895,476560705
19740,48356127,2436527,476565073
19741,48356172,2440909,476560691
19742,48356217,2436522,476565078
19743,48356271,2440860,476560740
19744,48356712,2430103,476571497
19745,48356721,2430103,476571497
19746,48357126,2441718,476559882
19747,48357162,2445735,476555865
19748,48357216,2441743,476559857
19749,48357261,2445470,476556130
19750,48357612,2431310,476570290
19751,48357621,2431310,476570290
19752,48361257,2441729,476559871
19753,48361275,2441979,476559621
19754,48361527,2446693,476554907
19755,48361572,2446748,476554852
19756,48361725,2446753,476554847
19757,48361752,2446761,476554839
19758,48362157,2441909,476559691
19759,48362175,2441770,476559830
19760,48362517,2445299,476556301
19761,48362571,2444959,476556641
19762,48362715,2446150,476555450
19763,48362751,2445478,476556122
19764,48365127,2436744,476564856
19765,48365172,2441257,476560343
19766,48365217,2436726,476564874
19767,48365271,2441077,476560523
19768,48365712,2430922,476570678
19769,48365721,2430922,476570678
19770,48367125,2437130,476564470
19771,48367152,2441822,476559778
19772,48367215,2437352,476564248
19773,48367251,2441151,476560449
19774,48367512,2431240,476570360
19775,48367521,2431240,476570360
19776,48371256,2436985,476564615
19777,48371265,2436663,476564937
19778,48371526,2446729,476554871
19779,48371562,2442070,476559530
19780,48371625,2445931,476555669
19781,48371652,2440945,476560655
19782,48372156,2436864,476564736
19783,48372165,2436428,476565172
19784,48372516,2445345,476556255
19785,48372561,2440697,476560903
19786,48372615,2440244,476561356
19787,48372651,2435814,476565786
19788,48375126,2441566,476560034
19789,48375162,2445527,476556073
19790,48375216,2441540,476560060
19791,48375261,2445287,476556313
19792,48375612,2430952,476570648
19793,48375621,2430952,476570648
19794,48376125,2436944,476564656
19795,48376152,2441112,476560488
19796,48376215,2436965,476564635
19797,48376251,2440658,476560942
19798,48376512,2425993,476575607
19799,48376521,2425993,476575607
19800,48512367,2431447,476570153
19801,48512376,2431463,476570137
19802,48512637,2442129,476559471
19803,48512673,2437741,476563859
19804,48512736,2442229,476559371
19805,48512763,2437721,476563879
19806,48513267,2432359,476569241
19807,48513276,2432353,476569247
19808,48513627,2446567,476555033
19809,48513672,2442493,476559107
19810,48513726,2446614,476554986
19811,48513762,2442514,476559086
19812,48516237,2441340,476560260
19813,48516273,2445340,476556260
19814,48516327,2442163,476559437
19815,48516372,2446757,476554843
19816,48516723,2436933,476564667
19817,48516732,2437004,476564596
19818,48517236,2442229,476559371
19819,48517263,2446567,476555033
19820,48517326,2442646,476558954
19821,48517362,2447178,476554422
19822,48517623,2437244,476564356
19823,48517632,2437369,476564231
19824,48521367,2432363,476569237
19825,48521376,2432362,476569238
19826,48521637,2441948,476559652
19827,48521673,2437710,476563890
19828,48521736,2442335,476559265
19829,48521763,2437497,476564103
19830,48523167,2431548,476570052
19831,48523176,2431544,476570056
19832,48523617,2441352,476560248
19833,48523671,2436786,476564814
19834,48523716,2441492,476560108
19835,48523761,2436827,476564773
19836,48526137,2446341,476555259
19837,48526173,2446568,476555032
19838,48526317,2445484,476556116
19839,48526371,2445229,476556371
19840,48526713,2441651,476559949
