a,pattern,containing_hosts,component_total,component_pairs_tested,separation_failures,max_beta0,first_max_witness
7,4152673,1583,1584,1,0,2,415289673
7,4152736,1584,1584,0,0,1,126374958
7,4152763,1583,1584,1,0,2,415276983
7,4153267,1582,1584,2,0,2,415328967
7,4153276,1582,1584,2,0,2,415327698
7,4153627,1584,1584,0,0,1,126375849
7,4153672,1583,1584,1,0,2,415389672
7,4153726,1584,1584,0,0,1,126375948
7,4153762,1583,1584,1,0,2,415376982
7,4156237,1582,1584,2,0,2,417856239
7,4156273,1583,1584,1,0,2,417856293
7,4156327,1582,1584,2,0,2,417856329
7,4156372,1583,1584,1,0,2,417856392
7,4156723,1581,1584,3,0,2,415896723
7,4156732,1581,1584,3,0,2,415896732
7,4157236,1583,1584,1,0,2,617945238
7,4157263,1584,1584,0,0,1,126379485
7,4157326,1583,1584,1,0,2,617932548
7,4157362,1584,1584,0,0,1,126379584
7,4157623,1581,1584,3,0,2,415769823
7,4157632,1581,1584,3,0,2,415769832
7,4162357,1582,1584,2,0,2,416283579
7,4162375,1583,1584,1,0,2,618452397
7,4162537,1584,1584,0,0,1,126384759
7,4162573,1584,1584,0,0,1,126384795
7,4162735,1583,1584,1,0,2,416283957
7,4162753,1584,1584,0,0,1,126384975
7,4163257,1583,1584,1,0,2,618325479
7,4163275,1583,1584,1,0,2,618325497
7,4163527,1584,1584,0,0,1,126385749
7,4163572,1584,1584,0,0,1,126385794
7,4163725,1584,1584,0,0,1,126385947
7,4163752,1584,1584,0,0,1,126385974
7,4165237,1582,1584,2,0,2,416587239
7,4165273,1583,1584,1,0,2,416587293
7,4165327,1582,1584,2,0,2,416587329
7,4165372,1583,1584,1,0,2,416587392
7,4165723,1581,1584,3,0,2,416587923
7,4165732,1581,1584,3,0,2,416587932
7,4167235,1582,1584,2,0,2,418967235
7,4167253,1583,1584,1,0,2,418967253
7,4167325,1582,1584,2,0,2,418967325
7,4167352,1583,1584,1,0,2,418967352
7,4167523,1581,1584,3,0,2,416859723
7,4167532,1581,1584,3,0,2,416859732
7,4172356,1582,1584,2,0,2,419237856
7,4172365,1582,1584,2,0,2,419236587
7,4172536,1584,1584,0,0,1,126394758
7,4172563,1583,1584,1,0,2,419278563
7,4172635,1584,1584,0,0,1,126394857
7,4172653,1583,1584,1,0,2,419265873
7,4173256,1582,1584,2,0,2,419327856
7,4173265,1582,1584,2,0,2,419326587
7,4173526,1584,1584,0,0,1,126395748
7,4173562,1583,1584,1,0,2,419378562
7,4173625,1584,1584,0,0,1,126395847
7,4173652,1583,1584,1,0,2,419365872
7,4175236,1583,1584,1,0,2,619745238
7,4175263,1584,1584,0,0,1,126397485
7,4175326,1583,1584,1,0,2,619732548
7,4175362,1584,1584,0,0,1,126397584
7,4175623,1581,1584,3,0,2,417596823
7,4175632,1581,1584,3,0,2,417596832
7,4176235,1582,1584,2,0,2,417698235
7,4176253,1583,1584,1,0,2,417698253
7,4176325,1582,1584,2,0,2,417698325
7,4176352,1583,1584,1,0,2,417698352
7,4176523,1581,1584,3,0,2,417698523
7,4176532,1581,1584,3,0,2,417698532
7,4213567,1580,1584,4,0,2,421358967
7,4213576,1580,1584,4,0,2,421357698
7,4213657,1580,1584,4,0,2,421365879
7,4213675,1580,1584,4,0,2,421368597
7,4213756,1580,1584,4,0,2,421375968
7,4213765,1580,1584,4,0,2,421376985
7,4215367,1581,1584,3,0,2,421538967
7,4215376,1581,1584,3,0,2,421537698
7,4215637,1582,1584,2,0,2,421785639
7,4215673,1581,1584,3,0,2,421589673
7,4215736,1583,1584,1,0,2,621437958
7,4215763,1581,1584,3,0,2,421576983
7,4216357,1583,1584,1,0,2,621438579
7,4216375,1583,1584,1,0,2,621438597
7,4216537,1581,1584,3,0,2,421658739
7,4216573,1581,1584,3,0,2,421658793
7,4216735,1582,1584,2,0,2,421896735
7,4216753,1581,1584,3,0,2,421685973
7,4217356,1582,1584,2,0,2,421937856
7,4217365,1582,1584,2,0,2,421936587
7,4217536,1583,1584,1,0,2,621439758
7,4217563,1581,1584,3,0,2,421759683
7,4217635,1582,1584,2,0,2,421769835
7,4217653,1580,1584,4,0,2,421769853
7,4231567,1579,1584,5,0,2,423158967
7,4231576,1579,1584,5,0,2,423157698
7,4231657,1579,1584,5,0,2,423165879
7,4231675,1579,1584,5,0,2,423168597
7,4231756,1579,1584,5,0,2,423175968
7,4231765,1579,1584,5,0,2,423176985
7,4235167,1581,1584,3,0,2,423518967
7,4235176,1581,1584,3,0,2,423517698
7,4235617,1581,1584,3,0,2,423785619
7,4235671,1580,1584,4,0,2,423589671
7,4235716,1582,1584,2,0,2,426357918
7,4235761,1580,1584,4,0,2,423576981
7,4236157,1582,1584,2,0,2,426358179
7,4236175,1582,1584,2,0,2,426358197
7,4236517,1581,1584,3,0,2,423658719
7,4236571,1580,1584,4,0,2,423658791
7,4236715,1581,1584,3,0,2,423896715
7,4236751,1580,1584,4,0,2,423685971
7,4237156,1581,1584,3,0,2,423917856
7,4237165,1581,1584,3,0,2,423916587
7,4237516,1582,1584,2,0,2,426359718
7,4237561,1580,1584,4,0,2,423759681
7,4237615,1581,1584,3,0,2,423769815
7,4237651,1580,1584,4,0,2,423769851
7,4251367,1582,1584,2,0,2,425138967
7,4251376,1582,1584,2,0,2,425137698
7,4251637,1584,1584,0,0,1,126473859
7,4251673,1583,1584,1,0,2,425189673
7,4251736,1584,1584,0,0,1,126473958
7,4251763,1583,1584,1,0,2,425176983
7,4253167,1581,1584,3,0,2,425318967
7,4253176,1581,1584,3,0,2,425317698
7,4253617,1582,1584,2,0,2,426375819
7,4253671,1581,1584,3,0,2,425389671
7,4253716,1582,1584,2,0,2,426375918
7,4253761,1581,1584,3,0,2,425376981
7,4256137,1583,1584,1,0,2,427856139
7,4256173,1583,1584,1,0,2,427856193
7,4256317,1583,1584,1,0,2,427856319
7,4256371,1583,1584,1,0,2,427856391
7,4256713,1582,1584,2,0,2,425896713
7,4256731,1582,1584,2,0,2,425896731
7,4257136,1584,1584,0,0,1,126479358
7,4257163,1584,1584,0,0,1,126479385
7,4257316,1584,1584,0,0,1,126479538
7,4257361,1584,1584,0,0,1,126479583
7,4257613,1582,1584,2,0,2,425769813
7,4257631,1582,1584,2,0,2,425769831
7,4261357,1584,1584,0,0,1,126483579
7,4261375,1584,1584,0,0,1,126483597
7,4261537,1583,1584,1,0,2,648271539
7,4261573,1584,1584,0,0,1,126483795
7,4261735,1584,1584,0,0,1,126483957
7,4261753,1584,1584,0,0,1,126483975
7,4263157,1584,1584,0,0,1,126485379
7,4263175,1584,1584,0,0,1,126485397
7,4263517,1583,1584,1,0,2,426385719
7,4263571,1583,1584,1,0,2,426385791
7,4263715,1584,1584,0,0,1,126485937
7,4263751,1583,1584,1,0,2,426385971
7,4265137,1583,1584,1,0,2,426587139
7,4265173,1583,1584,1,0,2,426587193
7,4265317,1582,1584,2,0,2,426587319
7,4265371,1582,1584,2,0,2,426587391
7,4265713,1582,1584,2,0,2,426587913
7,4265731,1582,1584,2,0,2,426587931
7,4267135,1583,1584,1,0,2,428967135
7,4267153,1583,1584,1,0,2,428967153
7,4267315,1583,1584,1,0,2,428967315
7,4267351,1583,1584,1,0,2,428967351
7,4267513,1582,1584,2,0,2,426859713
7,4267531,1582,1584,2,0,2,426859731
7,4271356,1583,1584,1,0,2,429137856
7,4271365,1583,1584,1,0,2,429136587
7,4271536,1584,1584,0,0,1,126493758
7,4271563,1583,1584,1,0,2,429178563
7,4271635,1584,1584,0,0,1,126493857
7,4271653,1582,1584,2,0,2,429165873
7,4273156,1583,1584,1,0,2,429317856
7,4273165,1583,1584,1,0,2,429316587
7,4273516,1584,1584,0,0,1,126495738
7,4273561,1583,1584,1,0,2,429378561
7,4273615,1584,1584,0,0,1,126495837
7,4273651,1583,1584,1,0,2,429365871
7,4275136,1584,1584,0,0,1,126497358
7,4275163,1584,1584,0,0,1,126497385
7,4275316,1584,1584,0,0,1,126497538
7,4275361,1584,1584,0,0,1,126497583
7,4275613,1582,1584,2,0,2,427596813
7,4275631,1582,1584,2,0,2,427596831
7,4276135,1583,1584,1,0,2,427698135
7,4276153,1583,1584,1,0,2,427698153
7,4276315,1583,1584,1,0,2,427698315
7,4276351,1583,1584,1,0,2,427698351
7,4276513,1582,1584,2,0,2,427698513
7,4276531,1581,1584,3,0,2,427698531
7,4312567,1579,1584,5,0,2,431258967
7,4312576,1579,1584,5,0,2,431257698
7,4312657,1579,1584,5,0,2,431265879
7,4312675,1579,1584,5,0,2,431268597
7,4312756,1579,1584,5,0,2,431275968
7,4312765,1579,1584,5,0,2,431276985
7,4315267,1582,1584,2,0,2,431528967
7,4315276,1582,1584,2,0,2,431527698
7,4315627,1582,1584,2,0,2,431785629
7,4315672,1581,1584,3,0,2,431589672
7,4315726,1583,1584,1,0,2,436517928
7,4315762,1581,1584,3,0,2,431576982
7,4316257,1583,1584,1,0,2,436518279
7,4316275,1583,1584,1,0,2,436518297
7,4316527,1582,1584,2,0,2,431658729
7,4316572,1581,1584,3,0,2,431658792
7,4316725,1582,1584,2,0,2,431896725
7,4316752,1581,1584,3,0,2,431685972
7,4317256,1582,1584,2,0,2,431927856
7,4317265,1582,1584,2,0,2,431926587
7,4317526,1583,1584,1,0,2,436519728
7,4317562,1581,1584,3,0,2,431759682
7,4317625,1582,1584,2,0,2,431769825
7,4317652,1581,1584,3,0,2,431769852
7,4321567,1578,1584,6,0,2,432158967
7,4321576,1578,1584,6,0,2,432157698
7,4321657,1578,1584,6,0,2,432165879
7,4321675,1579,1584,5,0,2,432168597
7,4321756,1579,1584,5,0,2,432175968
7,4321765,1578,1584,6,0,2,432176985
7,4325167,1580,1584,4,0,2,432518967
7,4325176,1580,1584,4,0,2,432517698
7,4325617,1580,1584,4,0,2,432785619
7,4325671,1579,1584,5,0,2,432589671
7,4325716,1581,1584,3,0,2,436527918
7,4325761,1579,1584,5,0,2,432576981
7,4326157,1581,1584,3,0,2,436528179
7,4326175,1582,1584,2,0,2,436528197
7,4326517,1580,1584,4,0,2,432658719
7,4326571,1579,1584,5,0,2,432658791
7,4326715,1581,1584,3,0,2,432896715
7,4326751,1580,1584,4,0,2,432685971
7,4327156,1581,1584,3,0,2,432917856
7,4327165,1580,1584,4,0,2,432916587
7,4327516,1582,1584,2,0,2,436529718
7,4327561,1580,1584,4,0,2,432759681
7,4327615,1581,1584,3,0,2,432769815
7,4327651,1579,1584,5,0,2,432769851
7,4351267,1580,1584,4,0,2,435128967
7,4351276,1580,1584,4,0,2,435127698
7,4351627,1582,1584,2,0,2,436571829
7,4351672,1581,1584,3,0,2,435189672
7,4351726,1582,1584,2,0,2,436571928
7,4351762,1581,1584,3,0,2,435176982
7,4352167,1580,1584,4,0,2,435218967
7,4352176,1580,1584,4,0,2,435217698
7,4352617,1582,1584,2,0,2,436572819
7,4352671,1581,1584,3,0,2,435289671
7,4352716,1582,1584,2,0,2,436572918
7,4352761,1581,1584,3,0,2,435276981
7,4356127,1580,1584,4,0,2,436578129
7,4356172,1581,1584,3,0,2,436578192
7,4356217,1580,1584,4,0,2,436578219
7,4356271,1581,1584,3,0,2,436578291
7,4356712,1579,1584,5,0,2,435896712
7,4356721,1579,1584,5,0,2,435896721
7,4357126,1581,1584,3,0,2,436579128
7,4357162,1582,1584,2,0,2,436579182
7,4357216,1581,1584,3,0,2,436579218
7,4357261,1582,1584,2,0,2,436579281
7,4357612,1579,1584,5,0,2,435769812
7,4357621,1579,1584,5,0,2,435769821
7,4361257,1582,1584,2,0,2,436581279
7,4361275,1582,1584,2,0,2,436581297
7,4361527,1583,1584,1,0,2,436581729
7,4361572,1583,1584,1,0,2,436581792
7,4361725,1583,1584,1,0,2,436581927
7,4361752,1583,1584,1,0,2,436581972
7,4362157,1582,1584,2,0,2,436582179
7,4362175,1582,1584,2,0,2,436582197
7,4362517,1582,1584,2,0,2,436582719
7,4362571,1582,1584,2,0,2,436582791
7,4362715,1583,1584,1,0,2,436582917
7,4362751,1583,1584,1,0,2,436582971
7,4365127,1580,1584,5,0,3,436587129
7,4365172,1581,1584,4,0,3,436587192
7,4365217,1580,1584,5,0,3,436587219
7,4365271,1581,1584,4,0,3,436587291
7,4365712,1579,1584,6,0,3,436587912
7,4365721,1579,1584,6,0,3,436587921
7,4367125,1581,1584,3,0,2,436589127
7,4367152,1582,1584,2,0,2,436589172
7,4367215,1581,1584,3,0,2,436589217
7,4367251,1582,1584,2,0,2,436589271
7,4367512,1580,1584,4,0,2,436589712
7,4367521,1580,1584,4,0,2,436589721
7,4371256,1581,1584,3,0,2,436591278
7,4371265,1581,1584,3,0,2,436591287
7,4371526,1583,1584,1,0,2,436591728
7,4371562,1582,1584,2,0,2,436591782
7,4371625,1583,1584,1,0,2,436591827
7,4371652,1582,1584,2,0,2,436591872
7,4372156,1581,1584,3,0,2,436592178
7,4372165,1581,1584,3,0,2,436592187
7,4372516,1583,1584,1,0,2,436592718
7,4372561,1582,1584,2,0,2,436592781
7,4372615,1582,1584,2,0,2,436592817
7,4372651,1581,1584,3,0,2,436592871
7,4375126,1582,1584,2,0,2,436597128
7,4375162,1583,1584,1,0,2,436597182
7,4375216,1582,1584,2,0,2,436597218
7,4375261,1583,1584,1,0,2,436597281
7,4375612,1580,1584,4,0,2,436597812
7,4375621,1580,1584,4,0,2,436597821
7,4376125,1581,1584,3,0,2,436598127
7,4376152,1582,1584,2,0,2,436598172
7,4376215,1581,1584,3,0,2,436598217
7,4376251,1582,1584,2,0,2,436598271
7,4376512,1579,1584,5,0,2,436598712
7,4376521,1579,1584,5,0,2,436598721
7,4512367,1579,1584,5,0,2,451238967
7,4512376,1579,1584,5,0,2,451237698
7,4512637,1582,1584,2,0,2,673412859
7,4512673,1581,1584,3,0,2,451289673
7,4512736,1582,1584,2,0,2,673412958
7,4512763,1581,1584,3,0,2,451276983
7,4513267,1580,1584,4,0,2,451328967
7,4513276,1580,1584,4,0,2,451327698
7,4513627,1583,1584,1,0,2,674513829
7,4513672,1582,1584,2,0,2,451389672
7,4513726,1583,1584,1,0,2,674513928
7,4513762,1582,1584,2,0,2,451376982
7,4516237,1581,1584,3,0,2,461728359
7,4516273,1582,1584,2,0,2,461728395
7,4516327,1582,1584,2,0,2,671832549
7,4516372,1583,1584,1,0,2,674518392
7,4516723,1581,1584,3,0,2,451896723
7,4516732,1581,1584,3,0,2,451896732
7,4517236,1582,1584,2,0,2,671945238
7,4517263,1583,1584,1,0,2,674519283
7,4517326,1582,1584,2,0,2,671932548
7,4517362,1583,1584,1,0,2,674519382
7,4517623,1581,1584,3,0,2,451769823
7,4517632,1581,1584,3,0,2,451769832
7,4521367,1580,1584,4,0,2,452138967
7,4521376,1580,1584,4,0,2,452137698
7,4521637,1582,1584,2,0,2,672143859
7,4521673,1581,1584,3,0,2,452189673
7,4521736,1582,1584,2,0,2,672143958
7,4521763,1581,1584,3,0,2,452176983
7,4523167,1579,1584,6,0,3,674523189
7,4523176,1579,1584,6,0,3,674523198
7,4523617,1581,1584,4,0,3,674523819
7,4523671,1580,1584,5,0,3,674523891
7,4523716,1581,1584,4,0,3,674523918
7,4523761,1580,1584,5,0,3,674523981
7,4526137,1583,1584,1,0,2,674528139
7,4526173,1583,1584,1,0,2,674528193
7,4526317,1582,1584,2,0,2,462738519
7,4526371,1582,1584,2,0,2,462738591
7,4526713,1582,1584,2,0,2,452896713
7,4526731,1582,1584,2,0,2,452896731
7,4527136,1583,1584,1,0,2,674529138
7,4527163,1583,1584,1,0,2,674529183
7,4527316,1583,1584,1,0,2,674529318
7,4527361,1583,1584,1,0,2,674529381
7,4527613,1582,1584,2,0,2,452769813
7,4527631,1582,1584,2,0,2,452769831
7,4531267,1579,1584,5,0,2,453128967
7,4531276,1579,1584,5,0,2,453127698
7,4531627,1582,1584,2,0,2,463751829
7,4531672,1581,1584,3,0,2,453189672
7,4531726,1582,1584,2,0,2,463751928
7,4531762,1581,1584,3,0,2,453176982
7,4532167,1579,1584,5,0,2,453218967
7,4532176,1579,1584,5,0,2,453217698
7,4532617,1581,1584,3,0,2,463752819
7,4532671,1580,1584,4,0,2,453289671
7,4532716,1581,1584,3,0,2,463752918
7,4532761,1580,1584,4,0,2,453276981
7,4536127,1581,1584,3,0,2,463758129
7,4536172,1582,1584,2,0,2,463758192
7,4536217,1581,1584,3,0,2,463758219
7,4536271,1582,1584,2,0,2,463758291
7,4536712,1580,1584,4,0,2,453896712
7,4536721,1580,1584,4,0,2,453896721
7,4537126,1581,1584,3,0,2,463759128
7,4537162,1582,1584,2,0,2,463759182
7,4537216,1581,1584,3,0,2,463759218
7,4537261,1582,1584,2,0,2,463759281
7,4537612,1580,1584,4,0,2,453769812
7,4537621,1580,1584,4,0,2,453769821
7,4561237,1579,1584,5,0,2,467182359
7,4561273,1581,1584,3,0,2,478561293
7,4561327,1580,1584,4,0,2,478561329
7,4561372,1582,1584,2,0,2,478561392
7,4561723,1580,1584,4,0,2,467182935
7,4561732,1581,1584,3,0,2,478561932
7,4562137,1580,1584,4,0,2,478562139
7,4562173,1581,1584,3,0,2,478562193
7,4562317,1579,1584,5,0,2,467283519
7,4562371,1580,1584,4,0,2,467283591
7,4562713,1582,1584,2,0,2,478562913
7,4562731,1581,1584,3,0,2,467283951
7,4563127,1579,1584,5,0,2,467385129
7,4563172,1581,1584,3,0,2,467385192
7,4563217,1579,1584,5,0,2,467385219
7,4563271,1580,1584,4,0,2,467385291
7,4563712,1580,1584,4,0,2,467385912
7,4563721,1580,1584,4,0,2,467385921
7,4567123,1578,1584,6,0,2,458967123
7,4567132,1579,1584,5,0,2,458967132
7,4567213,1579,1584,5,0,2,458967213
7,4567231,1578,1584,6,0,2,458967231
7,4567312,1578,1584,6,0,2,458967312
7,4567321,1578,1584,6,0,2,458967321
7,4571236,1581,1584,3,0,2,674591238
7,4571263,1582,1584,2,0,2,674591283
7,4571326,1581,1584,3,0,2,674591328
7,4571362,1583,1584,1,0,2,674591382
7,4571623,1582,1584,2,0,2,674591823
7,4571632,1582,1584,2,0,2,674591832
7,4572136,1581,1584,3,0,2,674592138
7,4572163,1582,1584,2,0,2,674592183
7,4572316,1581,1584,3,0,2,674592318
7,4572361,1582,1584,2,0,2,674592381
7,4572613,1583,1584,1,0,2,674592813
7,4572631,1583,1584,1,0,2,674592831
7,4573126,1581,1584,3,0,2,674593128
7,4573162,1583,1584,1,0,2,674593182
7,4573216,1581,1584,3,0,2,674593218
7,4573261,1582,1584,2,0,2,674593281
7,4573612,1582,1584,2,0,2,674593812
7,4573621,1582,1584,2,0,2,674593821
7,4576123,1579,1584,5,0,2,457698123
7,4576132,1579,1584,5,0,2,457698132
7,4576213,1579,1584,5,0,2,457698213
7,4576231,1579,1584,5,0,2,457698231
7,4576312,1579,1584,5,0,2,457698312
7,4576321,1579,1584,5,0,2,457698321
7,4612357,1581,1584,3,0,2,461823579
7,4612375,1582,1584,2,0,2,681452397
7,4612537,1583,1584,1,0,2,683412759
7,4612573,1583,1584,1,0,2,683412795
7,4612735,1583,1584,1,0,2,683412957
7,4612753,1583,1584,1,0,2,683412975
7,4613257,1582,1584,2,0,2,681325479
7,4613275,1582,1584,2,0,2,681325497
7,4613527,1584,1584,0,0,1,126835749
7,4613572,1584,1584,0,0,1,126835794
7,4613725,1584,1584,0,0,1,126835947
7,4613752,1584,1584,0,0,1,126835974
7,4615237,1583,1584,1,0,2,681745239
7,4615273,1584,1584,0,0,1,126837495
7,4615327,1583,1584,1,0,2,681732549
7,4615372,1584,1584,0,0,1,126837594
7,4615723,1583,1584,1,0,2,681794523
7,4615732,1583,1584,1,0,2,681793254
7,4617235,1582,1584,2,0,2,461829357
7,4617253,1584,1584,0,0,1,126839475
7,4617325,1583,1584,1,0,2,681932547
7,4617352,1584,1584,0,0,1,126839574
7,4617523,1583,1584,1,0,2,681974523
7,4617532,1583,1584,1,0,2,681973254
7,4621357,1582,1584,2,0,2,682143579
7,4621375,1582,1584,2,0,2,682143597
7,4621537,1583,1584,1,0,2,682143759
7,4621573,1583,1584,1,0,2,682143795
7,4621735,1583,1584,1,0,2,682143957
7,4621753,1583,1584,1,0,2,682143975
7,4623157,1582,1584,2,0,2,682415379
7,4623175,1582,1584,2,0,2,682415397
7,4623517,1582,1584,2,0,2,462835719
7,4623571,1582,1584,2,0,2,462835791
7,4623715,1583,1584,1,0,2,684523917
7,4623751,1583,1584,1,0,2,684523971
7,4625137,1583,1584,1,0,2,684725139
7,4625173,1584,1584,0,0,1,126847395
7,4625317,1583,1584,1,0,2,684725319
7,4625371,1583,1584,1,0,2,684725391
7,4625713,1584,1584,0,0,1,126847935
7,4625731,1584,1584,0,0,1,126847953
7,4627135,1584,1584,0,0,1,126849357
7,4627153,1584,1584,0,0,1,126849375
7,4627315,1584,1584,0,0,1,126849537
7,4627351,1583,1584,1,0,2,462839571
7,4627513,1584,1584,0,0,1,126849735
7,4627531,1584,1584,0,0,1,126849753
7,4631257,1582,1584,2,0,2,683152479
7,4631275,1582,1584,2,0,2,683152497
7,4631527,1584,1584,0,0,1,126853749
7,4631572,1584,1584,0,0,1,126853794
7,4631725,1584,1584,0,0,1,126853947
7,4631752,1584,1584,0,0,1,126853974
7,4632157,1582,1584,2,0,2,683254179
7,4632175,1582,1584,2,0,2,683254197
7,4632517,1583,1584,1,0,2,683254719
7,4632571,1583,1584,1,0,2,683254791
7,4632715,1583,1584,1,0,2,683254917
7,4632751,1583,1584,1,0,2,683254971
7,4635127,1581,1584,3,0,2,463857129
7,4635172,1582,1584,2,0,2,463857192
7,4635217,1581,1584,3,0,2,463857219
7,4635271,1582,1584,2,0,2,463857291
7,4635712,1581,1584,3,0,2,463857912
7,4635721,1581,1584,3,0,2,463857921
7,4637125,1583,1584,1,0,2,685934127
7,4637152,1584,1584,0,0,1,126859374
7,4637215,1583,1584,1,0,2,685921437
7,4637251,1584,1584,0,0,1,126859473
7,4637512,1582,1584,2,0,2,463859712
7,4637521,1582,1584,2,0,2,463859721
7,4651237,1580,1584,4,0,2,465871239
7,4651273,1581,1584,3,0,2,465871293
7,4651327,1580,1584,4,0,2,465871329
7,4651372,1582,1584,2,0,2,465871392
7,4651723,1581,1584,3,0,2,465871923
7,4651732,1581,1584,3,0,2,465871932
7,4652137,1580,1584,4,0,2,465872139
7,4652173,1581,1584,3,0,2,465872193
7,4652317,1580,1584,4,0,2,465872319
7,4652371,1581,1584,3,0,2,465872391
7,4652713,1582,1584,2,0,2,465872913
7,4652731,1582,1584,2,0,2,465872931
7,4653127,1580,1584,4,0,2,465873129
7,4653172,1582,1584,2,0,2,465873192
7,4653217,1580,1584,4,0,2,465873219
7,4653271,1581,1584,3,0,2,465873291
7,4653712,1581,1584,3,0,2,465873912
7,4653721,1581,1584,3,0,2,465873921
7,4657123,1579,1584,5,0,2,465879123
7,4657132,1579,1584,5,0,2,465879132
7,4657213,1579,1584,5,0,2,465879213
7,4657231,1579,1584,5,0,2,465879231
7,4657312,1579,1584,5,0,2,465879312
7,4657321,1579,1584,5,0,2,465879321
7,4671235,1580,1584,4,0,2,468192357
7,4671253,1582,1584,2,0,2,489671253
7,4671325,1581,1584,3,0,2,489671325
7,4671352,1583,1584,1,0,2,489671352
7,4671523,1582,1584,2,0,2,489671523
7,4671532,1582,1584,2,0,2,489671532
7,4672135,1581,1584,3,0,2,489672135
7,4672153,1582,1584,2,0,2,489672153
7,4672315,1581,1584,3,0,2,489672315
7,4672351,1581,1584,3,0,2,468293571
7,4672513,1583,1584,1,0,2,489672513
7,4672531,1583,1584,1,0,2,489672531
7,4673125,1581,1584,3,0,2,489673125
7,4673152,1583,1584,1,0,2,489673152
7,4673215,1581,1584,3,0,2,489673215
7,4673251,1582,1584,2,0,2,489673251
7,4673512,1581,1584,3,0,2,468395712
7,4673521,1581,1584,3,0,2,468395721
7,4675123,1580,1584,4,0,2,468597123
7,4675132,1580,1584,4,0,2,468597132
7,4675213,1580,1584,4,0,2,468597213
7,4675231,1580,1584,4,0,2,468597231
7,4675312,1580,1584,4,0,2,468597312
7,4675321,1580,1584,4,0,2,468597321
7,4712356,1581,1584,3,0,2,491237856
7,4712365,1581,1584,3,0,2,491236587
7,4712536,1583,1584,1,0,2,693412758
7,4712563,1582,1584,2,0,2,491278563
7,4712635,1583,1584,1,0,2,693412857
7,4712653,1582,1584,2,0,2,491265873
7,4713256,1581,1584,3,0,2,491327856
7,4713265,1581,1584,3,0,2,491326587
7,4713526,1584,1584,0,0,1,126935748
7,4713562,1583,1584,1,0,2,491378562
7,4713625,1584,1584,0,0,1,126935847
7,4713652,1583,1584,1,0,2,491365872
7,4715236,1583,1584,1,0,2,691745238
7,4715263,1584,1584,0,0,1,126937485
7,4715326,1583,1584,1,0,2,691732548
7,4715362,1584,1584,0,0,1,126937584
7,4715623,1582,1584,2,0,2,491785623
7,4715632,1582,1584,2,0,2,491785632
7,4716235,1583,1584,1,0,2,691845237
7,4716253,1584,1584,0,0,1,126938475
7,4716325,1583,1584,1,0,2,691832547
7,4716352,1584,1584,0,0,1,126938574
7,4716523,1582,1584,2,0,2,491658723
7,4716532,1582,1584,2,0,2,491658732
7,4721356,1581,1584,3,0,2,492137856
7,4721365,1581,1584,3,0,2,492136587
7,4721536,1583,1584,1,0,2,692143758
7,4721563,1582,1584,2,0,2,492178563
7,4721635,1583,1584,1,0,2,692143857
7,4721653,1582,1584,2,0,2,492165873
7,4723156,1581,1584,3,0,2,492317856
7,4723165,1581,1584,3,0,2,492316587
7,4723516,1583,1584,1,0,2,694523718
7,4723561,1582,1584,2,0,2,492378561
7,4723615,1583,1584,1,0,2,694523817
7,4723651,1582,1584,2,0,2,492365871
7,4725136,1584,1584,0,0,1,126947358
7,4725163,1584,1584,0,0,1,126947385
7,4725316,1584,1584,0,0,1,126947538
7,4725361,1584,1584,0,0,1,126947583
7,4725613,1583,1584,1,0,2,492785613
7,4725631,1583,1584,1,0,2,492785631
7,4726135,1584,1584,0,0,1,126948357
7,4726153,1583,1584,1,0,2,694827153
7,4726315,1584,1584,0,0,1,126948537
7,4726351,1584,1584,0,0,1,126948573
7,4726513,1583,1584,1,0,2,492658713
7,4726531,1582,1584,2,0,2,492658731
7,4731256,1581,1584,3,0,2,493127856
7,4731265,1581,1584,3,0,2,493126587
7,4731526,1584,1584,0,0,1,126953748
7,4731562,1583,1584,1,0,2,493178562
7,4731625,1584,1584,0,0,1,126953847
7,4731652,1583,1584,1,0,2,493165872
7,4732156,1581,1584,3,0,2,493217856
7,4732165,1581,1584,3,0,2,493216587
7,4732516,1583,1584,1,0,2,693254718
7,4732561,1582,1584,2,0,2,493278561
7,4732615,1583,1584,1,0,2,693254817
7,4732651,1582,1584,2,0,2,493265871
7,4735126,1583,1584,1,0,2,695734128
7,4735162,1584,1584,0,0,1,126957384
7,4735216,1583,1584,1,0,2,695721438
7,4735261,1584,1584,0,0,1,126957483
7,4735612,1582,1584,2,0,2,493785612
7,4735621,1582,1584,2,0,2,493785621
7,4736125,1583,1584,1,0,2,695834127
7,4736152,1584,1584,0,0,1,126958374
7,4736215,1583,1584,1,0,2,695821437
7,4736251,1583,1584,1,0,2,694837251
7,4736512,1581,1584,3,0,2,493658712
7,4736521,1581,1584,3,0,2,493658721
7,4751236,1582,1584,2,0,2,697145238
7,4751263,1583,1584,1,0,2,697341285
7,4751326,1582,1584,2,0,2,697132548
7,4751362,1584,1584,0,0,1,126973584
7,4751623,1583,1584,1,0,2,697184523
7,4751632,1583,1584,1,0,2,697183254
7,4752136,1582,1584,2,0,2,697214358
7,4752163,1583,1584,1,0,2,697214385
7,4752316,1582,1584,2,0,2,697241538
7,4752361,1583,1584,1,0,2,697452381
7,4752613,1584,1584,0,0,1,126974835
7,4752631,1584,1584,0,0,1,126974853
7,4753126,1582,1584,2,0,2,697315248
